Country Name,Country Code,Region,IncomeGroup,Year,Production
Spain,ESP,Europe & Central Asia,High income,2016,106.19
Estonia,EST,Europe & Central Asia,High income,2016,81.3
Ethiopia,ETH,Sub-Saharan Africa,Low income,2016,102.99
Finland,FIN,Europe & Central Asia,High income,2016,96.07
Fiji,FJI,East Asia & Pacific,Upper middle income,2016,85.02
France,FRA,Europe & Central Asia,High income,2016,91.34
Faroe Islands,FRO,Europe & Central Asia,High income,2016,100.86
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2016,100.79
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2016,100.78
United Kingdom,GBR,Europe & Central Asia,High income,2016,92.95
Georgia,GEO,Europe & Central Asia,Upper middle income,2016,97.62
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2016,100.97
Guinea,GIN,Sub-Saharan Africa,Low income,2016,104.3
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2016,103.42
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2016,100.67
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2016,99.79
Greece,GRC,Europe & Central Asia,High income,2016,98.73
Grenada,GRD,Latin America & Caribbean,Upper middle income,2016,101.12
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2016,102.43
Guyana,GUY,Latin America & Caribbean,Upper middle income,2016,98.63
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2016,100.48
Honduras,HND,Latin America & Caribbean,Lower middle income,2016,107.73
Croatia,HRV,Europe & Central Asia,High income,2016,110.84
Haiti,HTI,Latin America & Caribbean,Lower middle income,2016,94.34
Hungary,HUN,Europe & Central Asia,High income,2016,105.24
Indonesia,IDN,East Asia & Pacific,Lower middle income,2016,98.96
India,IND,South Asia,Lower middle income,2016,101.19
Ireland,IRL,Europe & Central Asia,High income,2016,95.22
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2016,101.95
Iraq,IRQ,Middle East & North Africa,Upper middle income,2016,79.02
Iceland,ISL,Europe & Central Asia,High income,2016,117.73
Israel,ISR,Middle East & North Africa,High income,2016,99.21
Italy,ITA,Europe & Central Asia,High income,2016,101.54
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2016,102.44
Jordan,JOR,Middle East & North Africa,Upper middle income,2016,107.38
Japan,JPN,East Asia & Pacific,High income,2016,98.27
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2016,108.31
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2016,96.6
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2016,105.69
Cambodia,KHM,East Asia & Pacific,Lower middle income,2016,104.19
Kiribati,KIR,East Asia & Pacific,Lower middle income,2016,99.92
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2016,99.95
"Korea, Rep.",KOR,East Asia & Pacific,High income,2016,96.92
Kuwait,KWT,Middle East & North Africa,High income,2016,93.55
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2016,105.76
Lebanon,LBN,Middle East & North Africa,Lower middle income,2016,107.98
Liberia,LBR,Sub-Saharan Africa,Low income,2016,111.22
Libya,LBY,Middle East & North Africa,Upper middle income,2016,101.44
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2016,96.39
Sri Lanka,LKA,South Asia,Lower middle income,2016,101.71
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2016,82.9
Lithuania,LTU,Europe & Central Asia,High income,2016,100.27
Luxembourg,LUX,Europe & Central Asia,High income,2016,85.77
Latvia,LVA,Europe & Central Asia,High income,2016,105.65
"Macao SAR, China",MAC,East Asia & Pacific,High income,2016,99.54
Morocco,MAR,Middle East & North Africa,Lower middle income,2016,87.4
Moldova,MDA,Europe & Central Asia,Upper middle income,2016,107.93
Madagascar,MDG,Sub-Saharan Africa,Low income,2016,99.85
Maldives,MDV,South Asia,Upper middle income,2016,102.12
Mexico,MEX,Latin America & Caribbean,Upper middle income,2016,105.05
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2016,126.67
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2016,104.22
Mali,MLI,Sub-Saharan Africa,Low income,2016,113.84
Malta,MLT,Middle East & North Africa,High income,2016,94.37
Myanmar,MMR,East Asia & Pacific,Lower middle income,2016,99.25
Mongolia,MNG,East Asia & Pacific,Lower middle income,2016,107.49
Mozambique,MOZ,Sub-Saharan Africa,Low income,2016,100.95
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2016,94.65
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2016,96.49
Malawi,MWI,Sub-Saharan Africa,Low income,2016,97.19
Malaysia,MYS,East Asia & Pacific,Upper middle income,2016,95.28
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2016,95.98
New Caledonia,NCL,East Asia & Pacific,High income,2016,114.75
Niger,NER,Sub-Saharan Africa,Low income,2016,108.95
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2016,105.15
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2016,106.89
Netherlands,NLD,Europe & Central Asia,High income,2016,97.66
Norway,NOR,Europe & Central Asia,High income,2016,100.89
Nepal,NPL,South Asia,Lower middle income,2016,100.51
Nauru,NRU,East Asia & Pacific,High income,2016,100.75
New Zealand,NZL,East Asia & Pacific,High income,2016,102.61
Oman,OMN,Middle East & North Africa,High income,2016,105.61
Pakistan,PAK,South Asia,Lower middle income,2016,100.42
Panama,PAN,Latin America & Caribbean,High income,2016,102.78
Peru,PER,Latin America & Caribbean,Upper middle income,2016,101.36
Philippines,PHL,East Asia & Pacific,Lower middle income,2016,97.58
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2016,100.43
Poland,POL,Europe & Central Asia,High income,2016,102.35
Puerto Rico,PRI,Latin America & Caribbean,High income,2016,101.08
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2016,97.58
Portugal,PRT,Europe & Central Asia,High income,2016,95.46
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2016,101.53
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2016,113.29
French Polynesia,PYF,East Asia & Pacific,High income,2016,100.97
Qatar,QAT,Middle East & North Africa,High income,2016,99.46
Romania,ROU,Europe & Central Asia,High income,2016,100.82
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2016,103.49
Rwanda,RWA,Sub-Saharan Africa,Low income,2016,102.01
Saudi Arabia,SAU,Middle East & North Africa,High income,2016,109.65
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2016,100.89
Singapore,SGP,East Asia & Pacific,High income,2016,98.96
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2016,100.6
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2016,93.47
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2016,104.99
Somalia,SOM,Sub-Saharan Africa,Low income,2016,92.93
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2016,104.59
Suriname,SUR,Latin America & Caribbean,Upper middle income,2016,99.2
Slovak Republic,SVK,Europe & Central Asia,High income,2016,108.3
Slovenia,SVN,Europe & Central Asia,High income,2016,95.74
Sweden,SWE,Europe & Central Asia,High income,2016,96.22
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2016,98.01
Seychelles,SYC,Sub-Saharan Africa,High income,2016,99.02
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2016,103.33
Chad,TCD,Sub-Saharan Africa,Low income,2016,106.81
Togo,TGO,Sub-Saharan Africa,Low income,2016,100.08
Thailand,THA,East Asia & Pacific,Upper middle income,2016,100.72
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2016,101.93
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2016,97.27
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2016,91.73
Tonga,TON,East Asia & Pacific,Upper middle income,2016,94.72
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2016,99.85
Tunisia,TUN,Middle East & North Africa,Lower middle income,2016,93.17
Turkiye,TUR,Europe & Central Asia,Upper middle income,2016,102.85
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2016,100.91
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2016,96.03
Uganda,UGA,Sub-Saharan Africa,Low income,2016,91.66
Ukraine,UKR,Europe & Central Asia,Lower middle income,2016,103.75
Uruguay,URY,Latin America & Caribbean,High income,2016,89.34
United States,USA,North America,High income,2016,106.71
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2016,103.19
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2016,97.66
"Venezuela, RB",VEN,Latin America & Caribbean,,2016,92.88
Vietnam,VNM,East Asia & Pacific,Lower middle income,2016,99.5
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2016,98.47
Samoa,WSM,East Asia & Pacific,Lower middle income,2016,98.6
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2016,92.58
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,91.24
Zambia,ZMB,Sub-Saharan Africa,Low income,2016,102.34
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2016,93.61
Afghanistan,AFG,South Asia,Low income,2017,100.66
Angola,AGO,Sub-Saharan Africa,Lower middle income,2017,102.56
Albania,ALB,Europe & Central Asia,Upper middle income,2017,105.77
United Arab Emirates,ARE,Middle East & North Africa,High income,2017,98.67
Argentina,ARG,Latin America & Caribbean,Upper middle income,2017,107.7
Armenia,ARM,Europe & Central Asia,Upper middle income,2017,86.89
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2017,97.26
Australia,AUS,East Asia & Pacific,High income,2017,131.2
Austria,AUT,Europe & Central Asia,High income,2017,93.71
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2017,115.81
Burundi,BDI,Sub-Saharan Africa,Low income,2017,105.14
Belgium,BEL,Europe & Central Asia,High income,2017,102.1
Benin,BEN,Sub-Saharan Africa,Lower middle income,2017,110.14
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2017,93.98
Bangladesh,BGD,South Asia,Lower middle income,2017,108.04
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2017,108.23
Bahrain,BHR,Middle East & North Africa,High income,2017,94.22
"Bahamas, The",BHS,Latin America & Caribbean,High income,2017,100.5
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2017,95.14
Belarus,BLR,Europe & Central Asia,Upper middle income,2017,101.24
Belize,BLZ,Latin America & Caribbean,Upper middle income,2017,104.22
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2017,95.34
Brazil,BRA,Latin America & Caribbean,Upper middle income,2017,109.37
Barbados,BRB,Latin America & Caribbean,High income,2017,102.07
Brunei Darussalam,BRN,East Asia & Pacific,High income,2017,103.55
Bhutan,BTN,South Asia,Lower middle income,2017,109.69
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2017,101.93
Central African Republic,CAF,Sub-Saharan Africa,Low income,2017,103.54
Canada,CAN,North America,High income,2017,107.88
Switzerland,CHE,Europe & Central Asia,High income,2017,96.02
Chile,CHL,Latin America & Caribbean,High income,2017,101.0
China,CHN,East Asia & Pacific,Upper middle income,2017,103.3
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2017,110.93
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2017,102.19
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2017,105.84
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2017,100.39
Colombia,COL,Latin America & Caribbean,Upper middle income,2017,92.57
Comoros,COM,Sub-Saharan Africa,Lower middle income,2017,103.23
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2017,90.84
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2017,105.61
Cuba,CUB,Latin America & Caribbean,Upper middle income,2017,103.91
Cyprus,CYP,Europe & Central Asia,High income,2017,94.43
Czechia,CZE,Europe & Central Asia,High income,2017,90.19
Germany,DEU,Europe & Central Asia,High income,2017,95.45
Djibouti,DJI,Middle East & North Africa,Lower middle income,2017,100.68
Dominica,DMA,Latin America & Caribbean,Upper middle income,2017,99.9
Denmark,DNK,Europe & Central Asia,High income,2017,107.11
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2017,109.03
Algeria,DZA,Middle East & North Africa,Lower middle income,2017,104.39
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2017,93.58
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2017,100.68
Eritrea,ERI,Sub-Saharan Africa,Low income,2017,100.28
Spain,ESP,Europe & Central Asia,High income,2017,98.65
Estonia,EST,Europe & Central Asia,High income,2017,103.72
Ethiopia,ETH,Sub-Saharan Africa,Low income,2017,106.55
Finland,FIN,Europe & Central Asia,High income,2017,93.69
Fiji,FJI,East Asia & Pacific,Upper middle income,2017,97.45
France,FRA,Europe & Central Asia,High income,2017,103.47
Faroe Islands,FRO,Europe & Central Asia,High income,2017,97.89
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2017,101.02
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2017,102.69
United Kingdom,GBR,Europe & Central Asia,High income,2017,101.6
Georgia,GEO,Europe & Central Asia,Upper middle income,2017,81.8
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2017,107.91
Guinea,GIN,Sub-Saharan Africa,Low income,2017,110.41
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2017,93.42
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2017,100.47
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2017,100.36
Greece,GRC,Europe & Central Asia,High income,2017,100.6
Grenada,GRD,Latin America & Caribbean,Upper middle income,2017,92.92
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2017,100.08
Guyana,GUY,Latin America & Caribbean,Upper middle income,2017,107.86
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2017,99.99
Honduras,HND,Latin America & Caribbean,Lower middle income,2017,120.93
Croatia,HRV,Europe & Central Asia,High income,2017,88.14
Haiti,HTI,Latin America & Caribbean,Lower middle income,2017,90.53
Hungary,HUN,Europe & Central Asia,High income,2017,98.17
Indonesia,IDN,East Asia & Pacific,Lower middle income,2017,108.53
India,IND,South Asia,Lower middle income,2017,107.48
Ireland,IRL,Europe & Central Asia,High income,2017,99.13
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2017,95.12
Iraq,IRQ,Middle East & North Africa,Upper middle income,2017,75.72
Iceland,ISL,Europe & Central Asia,High income,2017,111.79
Israel,ISR,Middle East & North Africa,High income,2017,97.34
Italy,ITA,Europe & Central Asia,High income,2017,96.94
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2017,99.37
Jordan,JOR,Middle East & North Africa,Upper middle income,2017,87.7
Japan,JPN,East Asia & Pacific,High income,2017,98.53
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2017,114.3
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2017,95.81
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2017,107.23
Cambodia,KHM,East Asia & Pacific,Lower middle income,2017,109.51
Kiribati,KIR,East Asia & Pacific,Lower middle income,2017,100.21
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2017,105.18
"Korea, Rep.",KOR,East Asia & Pacific,High income,2017,96.14
Kuwait,KWT,Middle East & North Africa,High income,2017,101.96
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2017,97.31
Lebanon,LBN,Middle East & North Africa,Lower middle income,2017,108.12
Liberia,LBR,Sub-Saharan Africa,Low income,2017,96.3
Libya,LBY,Middle East & North Africa,Upper middle income,2017,99.58
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2017,100.31
Sri Lanka,LKA,South Asia,Lower middle income,2017,81.71
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2017,150.49
Lithuania,LTU,Europe & Central Asia,High income,2017,102.91
Luxembourg,LUX,Europe & Central Asia,High income,2017,90.01
Latvia,LVA,Europe & Central Asia,High income,2017,107.8
"Macao SAR, China",MAC,East Asia & Pacific,High income,2017,100.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2017,106.99
Moldova,MDA,Europe & Central Asia,Upper middle income,2017,121.2
Madagascar,MDG,Sub-Saharan Africa,Low income,2017,96.85
Maldives,MDV,South Asia,Upper middle income,2017,101.41
Mexico,MEX,Latin America & Caribbean,Upper middle income,2017,110.93
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2017,126.67
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2017,79.2
Mali,MLI,Sub-Saharan Africa,Low income,2017,115.06
Malta,MLT,Middle East & North Africa,High income,2017,93.98
Myanmar,MMR,East Asia & Pacific,Lower middle income,2017,98.76
Mongolia,MNG,East Asia & Pacific,Lower middle income,2017,68.59
Mozambique,MOZ,Sub-Saharan Africa,Low income,2017,113.67
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2017,112.26
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2017,95.55
Malawi,MWI,Sub-Saharan Africa,Low income,2017,110.62
Malaysia,MYS,East Asia & Pacific,Upper middle income,2017,107.32
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2017,108.54
New Caledonia,NCL,East Asia & Pacific,High income,2017,110.79
Niger,NER,Sub-Saharan Africa,Low income,2017,110.61
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2017,105.82
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2017,113.86
Netherlands,NLD,Europe & Central Asia,High income,2017,106.99
Norway,NOR,Europe & Central Asia,High income,2017,98.95
Nepal,NPL,South Asia,Lower middle income,2017,105.62
Nauru,NRU,East Asia & Pacific,High income,2017,101.65
New Zealand,NZL,East Asia & Pacific,High income,2017,93.78
Oman,OMN,Middle East & North Africa,High income,2017,132.02
Pakistan,PAK,South Asia,Lower middle income,2017,105.23
Panama,PAN,Latin America & Caribbean,High income,2017,105.95
Peru,PER,Latin America & Caribbean,Upper middle income,2017,103.59
Philippines,PHL,East Asia & Pacific,Lower middle income,2017,103.27
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2017,99.92
Poland,POL,Europe & Central Asia,High income,2017,103.14
Puerto Rico,PRI,Latin America & Caribbean,High income,2017,99.5
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2017,94.14
Portugal,PRT,Europe & Central Asia,High income,2017,116.56
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2017,109.43
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2017,111.16
French Polynesia,PYF,East Asia & Pacific,High income,2017,100.91
Qatar,QAT,Middle East & North Africa,High income,2017,102.35
Romania,ROU,Europe & Central Asia,High income,2017,123.9
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2017,110.09
Rwanda,RWA,Sub-Saharan Africa,Low income,2017,117.64
Saudi Arabia,SAU,Middle East & North Africa,High income,2017,114.4
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2017,143.06
Singapore,SGP,East Asia & Pacific,High income,2017,100.08
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2017,103.05
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2017,91.09
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2017,106.96
Somalia,SOM,Sub-Saharan Africa,Low income,2017,98.71
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2017,110.76
Suriname,SUR,Latin America & Caribbean,Upper middle income,2017,102.62
Slovak Republic,SVK,Europe & Central Asia,High income,2017,87.54
Slovenia,SVN,Europe & Central Asia,High income,2017,87.31
Sweden,SWE,Europe & Central Asia,High income,2017,103.35
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2017,102.61
Seychelles,SYC,Sub-Saharan Africa,High income,2017,100.32
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2017,111.3
Chad,TCD,Sub-Saharan Africa,Low income,2017,98.46
Togo,TGO,Sub-Saharan Africa,Low income,2017,104.43
Thailand,THA,East Asia & Pacific,Upper middle income,2017,102.87
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2017,109.18
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2017,94.1
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2017,87.79
Tonga,TON,East Asia & Pacific,Upper middle income,2017,94.9
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2017,104.28
Tunisia,TUN,Middle East & North Africa,Lower middle income,2017,90.88
Turkiye,TUR,Europe & Central Asia,Upper middle income,2017,108.71
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2017,100.25
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2017,97.68
Uganda,UGA,Sub-Saharan Africa,Low income,2017,106.76
Ukraine,UKR,Europe & Central Asia,Lower middle income,2017,100.82
Uruguay,URY,Latin America & Caribbean,High income,2017,104.13
United States,USA,North America,High income,2017,100.52
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2017,95.64
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2017,100.06
"Venezuela, RB",VEN,Latin America & Caribbean,,2017,92.29
Vietnam,VNM,East Asia & Pacific,Lower middle income,2017,101.12
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2017,98.91
Samoa,WSM,East Asia & Pacific,Lower middle income,2017,98.45
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2017,91.55
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2017,116.48
Zambia,ZMB,Sub-Saharan Africa,Low income,2017,125.19
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2017,105.74
Afghanistan,AFG,South Asia,Low income,2018,94.87
Angola,AGO,Sub-Saharan Africa,Lower middle income,2018,106.1
Albania,ALB,Europe & Central Asia,Upper middle income,2018,106.18
United Arab Emirates,ARE,Middle East & North Africa,High income,2018,99.17
Argentina,ARG,Latin America & Caribbean,Upper middle income,2018,92.77
Armenia,ARM,Europe & Central Asia,Upper middle income,2018,71.4
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2018,96.12
Australia,AUS,East Asia & Pacific,High income,2018,104.43
Austria,AUT,Europe & Central Asia,High income,2018,98.79
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2018,125.19
Burundi,BDI,Sub-Saharan Africa,Low income,2018,143.84
Belgium,BEL,Europe & Central Asia,High income,2018,86.99
Benin,BEN,Sub-Saharan Africa,Lower middle income,2018,116.86
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2018,97.9
Bangladesh,BGD,South Asia,Lower middle income,2018,107.6
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2018,108.09
Bahrain,BHR,Middle East & North Africa,High income,2018,95.81
"Bahamas, The",BHS,Latin America & Caribbean,High income,2018,100.66
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2018,127.57
Belarus,BLR,Europe & Central Asia,Upper middle income,2018,91.49
Belize,BLZ,Latin America & Caribbean,Upper middle income,2018,96.32
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2018,107.69
Brazil,BRA,Latin America & Caribbean,Upper middle income,2018,109.69
Barbados,BRB,Latin America & Caribbean,High income,2018,114.08
Brunei Darussalam,BRN,East Asia & Pacific,High income,2018,99.31
Bhutan,BTN,South Asia,Lower middle income,2018,93.77
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2018,134.77
Central African Republic,CAF,Sub-Saharan Africa,Low income,2018,104.04
Canada,CAN,North America,High income,2018,106.45
Switzerland,CHE,Europe & Central Asia,High income,2018,107.56
Chile,CHL,Latin America & Caribbean,High income,2018,112.34
China,CHN,East Asia & Pacific,Upper middle income,2018,104.12
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2018,114.48
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2018,102.05
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2018,107.96
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2018,100.35
Colombia,COL,Latin America & Caribbean,Upper middle income,2018,98.87
Comoros,COM,Sub-Saharan Africa,Lower middle income,2018,105.6
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2018,71.73
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2018,103.93
Cuba,CUB,Latin America & Caribbean,Upper middle income,2018,91.81
Cyprus,CYP,Europe & Central Asia,High income,2018,86.67
Czechia,CZE,Europe & Central Asia,High income,2018,87.42
Germany,DEU,Europe & Central Asia,High income,2018,81.41
Djibouti,DJI,Middle East & North Africa,Lower middle income,2018,101.42
Dominica,DMA,Latin America & Caribbean,Upper middle income,2018,99.14
Denmark,DNK,Europe & Central Asia,High income,2018,75.83
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2018,117.57
Algeria,DZA,Middle East & North Africa,Lower middle income,2018,115.35
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2018,93.32
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2018,96.32
Eritrea,ERI,Sub-Saharan Africa,Low income,2018,100.3
Spain,ESP,Europe & Central Asia,High income,2018,121.45
Estonia,EST,Europe & Central Asia,High income,2018,71.14
Ethiopia,ETH,Sub-Saharan Africa,Low income,2018,105.91
Finland,FIN,Europe & Central Asia,High income,2018,80.26
Fiji,FJI,East Asia & Pacific,Upper middle income,2018,103.22
France,FRA,Europe & Central Asia,High income,2018,96.42
Faroe Islands,FRO,Europe & Central Asia,High income,2018,98.6
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2018,101.04
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2018,102.75
United Kingdom,GBR,Europe & Central Asia,High income,2018,91.25
Georgia,GEO,Europe & Central Asia,Upper middle income,2018,103.8
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2018,112.89
Guinea,GIN,Sub-Saharan Africa,Low income,2018,115.57
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2018,89.48
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2018,102.26
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2018,101.46
Greece,GRC,Europe & Central Asia,High income,2018,99.7
Grenada,GRD,Latin America & Caribbean,Upper middle income,2018,92.04
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2018,103.45
Guyana,GUY,Latin America & Caribbean,Upper middle income,2018,133.52
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2018,100.05
Honduras,HND,Latin America & Caribbean,Lower middle income,2018,122.13
Croatia,HRV,Europe & Central Asia,High income,2018,74.19
Haiti,HTI,Latin America & Caribbean,Lower middle income,2018,88.79
Hungary,HUN,Europe & Central Asia,High income,2018,95.47
Indonesia,IDN,East Asia & Pacific,Lower middle income,2018,112.64
India,IND,South Asia,Lower middle income,2018,111.82
Ireland,IRL,Europe & Central Asia,High income,2018,73.32
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2018,84.51
Iraq,IRQ,Middle East & North Africa,Upper middle income,2018,72.71
Iceland,ISL,Europe & Central Asia,High income,2018,82.85
Israel,ISR,Middle East & North Africa,High income,2018,92.33
Italy,ITA,Europe & Central Asia,High income,2018,95.36
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2018,103.05
Jordan,JOR,Middle East & North Africa,Upper middle income,2018,89.55
Japan,JPN,East Asia & Pacific,High income,2018,96.53
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2018,117.12
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2018,107.2
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2018,109.09
Cambodia,KHM,East Asia & Pacific,Lower middle income,2018,114.52
Kiribati,KIR,East Asia & Pacific,Lower middle income,2018,89.9
